,anime_name,anime_genre,character_name,character_mbti_type,Characters Kept,Apple TV,Youtube,Rating (IMDb),Message
555,Attack on Titan,Shounen,Falco Grice,ENFJ,,,,9.1,
556,Attack on Titan,Shounen,Rose Fritz (Second Queen),ISFJ,,,,9.1,
557,Attack on Titan,Shounen,Sina Fritz (Third Queen),INFJ,,,,9.1,
558,Attack on Titan,Shounen,Grisha Yeager,INFJ,,,,9.1,
559,Attack on Titan,Shounen,"Ymir Fritz ""The Founder""",ISFJ,,,,9.1,
560,Attack on Titan,Shounen,Kenny Ackerman,ESTP,,,,9.1,
561,Attack on Titan,Shounen,Bertholdt Hoover,ISFJ,,,,9.1,
562,Attack on Titan,Shounen,Eren Kruger,INTJ,,,,9.1,
563,Attack on Titan,Shounen,Tom Ksaver,ENTP,,,,9.1,
564,Attack on Titan,Shounen,Dot Pixis,INTP,,,,9.1,
565,Attack on Titan,Shounen,Keith Shadis,INTJ,,,,9.1,
566,Attack on Titan,Shounen,Willy Tybur,ENFJ,,,,9.1,
567,Attack on Titan,Shounen,Marco Bodt,ENFJ,,,,9.1,
568,Attack on Titan,Shounen,Connie Springer,ESFP,,,,9.1,
569,Attack on Titan,Shounen,Kaya,INFP,,,,9.1,
570,Attack on Titan,Shounen,Cart Titan,INTJ,,,,9.1,
571,Attack on Titan,Shounen,Porco Galliard,ESTP,,,,9.1,
572,Attack on Titan,Shounen,"Marlowe ""Marlo"" Freudenberg",ISTJ,,,,9.1,
573,Attack on Titan,Shounen,Onyankopon,ENFJ,,,,9.1,
574,Attack on Titan,Shounen,Beast Titan (ability),ENTP,,,,9.1,
575,Attack on Titan,Shounen,King Fritz,ENTJ,,,,9.1,
576,Attack on Titan,Shounen,Petra Ral,ESFJ,,,,9.1,
577,Attack on Titan,Shounen,Frieda Reiss,ESFJ,,,,9.1,
578,Attack on Titan,Shounen,Niccolo,ISFJ,,,,9.1,
579,Attack on Titan,Shounen,Gross,ESTJ,,,,9.1,
580,Attack on Titan,Shounen,Marie dok (Nile's wife),INFP,,,,9.1,
581,Attack on Titan,Shounen,Louise,INFJ,,,,9.1,
582,Attack on Titan,Shounen,Hannes,ESFP,,,,9.1,
583,Attack on Titan,Shounen,Theo Magath,ESTJ,,,,9.1,
584,Attack on Titan,Shounen,Karl Fritz,INFJ,,,,9.1,
585,Attack on Titan,Shounen,Mr. Leonhart,ENTJ,,,,9.1,
586,Attack on Titan,Shounen,Moblit Berner,ISFJ,,,,9.1,
587,Attack on Titan,Shounen,Zofia,ISTP,,,,9.1,
588,Attack on Titan,Shounen,Maria Fritz (First Queen),INTJ,,,,9.1,
589,Attack on Titan,Shounen,Rod Reiss,ESTJ,,,,9.1,
590,Attack on Titan,Shounen,Hitch Dreyse,ESTP,,,,9.1,
591,Attack on Titan,Shounen,Attack Titan (ability),INTJ,,,,9.1,
592,Attack on Titan,Shounen,Isabel Magnolia,ESFP,,,,9.1,
593,Attack on Titan,Shounen,Rico Brzenska,ISTJ,,,,9.1,
594,Attack on Titan,Shounen,Carla Yeager,ESFJ,,,,9.1,
595,Attack on Titan,Shounen,Faye Yeager,INFP,,,,9.1,
596,Attack on Titan,Shounen,Ramzi,ENFP,,,,9.1,
597,Attack on Titan,Shounen,Miche Zacharius,ISTP,,,,9.1,
598,Attack on Titan,Shounen,Udo,ISFJ,,,,9.1,
599,Attack on Titan,Shounen,Calvi,INTJ,,,,9.1,
600,Attack on Titan,Shounen,Uri Reiss,INFJ,,,,9.1,
601,Attack on Titan,Shounen,Dina Fritz,ISFJ,,,,9.1,
602,Attack on Titan,Shounen,Colt Grice,ESFJ,,,,9.1,
603,Attack on Titan,Shounen,The Titans (Personified),ESFP,,,,9.1,
604,Attack on Titan,Shounen,Darius Zackly,ENTP,,,,9.1,
605,Attack on Titan,Shounen,Alma,ISTJ,,,,9.1,
606,Attack on Titan,Shounen,Marcel Galliard,ENFJ,,,,9.1,
607,Attack on Titan,Shounen,Colossus Titan (ability),ISTJ,,,,9.1,
608,Attack on Titan,Shounen,Kitz Woermann,ISTJ,,,,9.1,
609,Attack on Titan,Shounen,Artur Braus,ENFJ,,,,9.1,
610,Attack on Titan,Shounen,Kiyomi Azumabito,ESTJ,,,,9.1,
611,Attack on Titan,Shounen,Franz Kefka,ISFJ,,,,9.1,
612,Attack on Titan,Shounen,Ian Dietrich,ENTJ,,,,9.1,
613,Attack on Titan,Shounen,Nanaba,ESTJ,,,,9.1,
614,Attack on Titan,Shounen,Lobov,ESTJ,,,,9.1,
615,Attack on Titan,Shounen,Flegel Reeves,ISFP,,,,9.1,
616,Attack on Titan,Shounen,Dita Ness,ENFP,,,,9.1,
617,Attack on Titan,Shounen,Murakumo,ISTP,,,,9.1,
618,Attack on Titan,Shounen,Walen X. Schartzen,ISTP,,,,9.1,
619,Attack on Titan,Shounen,Furlan Church,ENFJ,,,,9.1,
620,Attack on Titan,Shounen,Thomas Wagner,ISFJ,,,,9.1,
621,Attack on Titan,Shounen,Mina Carolina,ISFJ,,,,9.1,
622,Attack on Titan,Shounen,Samuel,ESTP,,,,9.1,
623,Attack on Titan,Shounen,Boris Feulner,ISTP,,,,9.1,
624,Attack on Titan,Shounen,Dieter,ISFP,,,,9.1,
625,Attack on Titan,Shounen,War Hammer Titan (ability),INTJ,,,,9.1,
626,Attack on Titan,Shounen,Eldia (nation),ISTP,,,,9.1,
627,Attack on Titan,Shounen,Female Titan,ISTP,,,,9.1,
628,Attack on Titan,Shounen,Oluo Bozado,ESTP,,,,9.1,
629,Attack on Titan,Shounen,Traute Caven,ISTP,,,,9.1,
630,Attack on Titan,Shounen,Dimo Reeves,ENTJ,,,,9.1,
631,Attack on Titan,Shounen,Gelgar,ESTP,,,,9.1,
632,Attack on Titan,Shounen,Daz,ISFP,,,,9.1,
633,Attack on Titan,Shounen,Eld Gin,ISTP,,,,9.1,
634,Attack on Titan,Shounen,Ilse Langnar,ISFP,,,,9.1,
635,Attack on Titan,Shounen,Jaw Titan,ESFP,,,,9.1,
636,Attack on Titan,Shounen,Nile Dok,ESTJ,,,,9.1,
637,Attack on Titan,Shounen,Anka Rheinberger,ISTJ,,,,9.1,
638,Attack on Titan,Shounen,Nifa,ISTJ,,,,9.1,
639,Attack on Titan,Shounen,Pastor Nick,ISTJ,,,,9.1,
640,Attack on Titan,Shounen,Gunther Schultz,ESTJ,,,,9.1,
641,Attack on Titan,Shounen,Carsten,ISFJ,,,,9.1,
642,Attack on Titan,Shounen,Lynne,ESFJ,,,,9.1,
643,Attack on Titan,Shounen,Mr. Yeager,ISFJ,,,,9.1,
644,Attack on Titan,Shounen,Koslow,ESTJ,,,,9.1,
645,Attack on Titan,Shounen,Grice,INTP,,,,9.1,
646,Attack on Titan,Shounen,Elliot G. Stratmann,INTJ,,,,9.1,
647,Attack on Titan,Shounen,Carly Stratmann,ESTP,,,,9.1,
648,Attack on Titan,Shounen,Dennis Aiblinger,ISTP,,,,9.1,
649,Attack on Titan,Shounen,Roeg,ESTP,,,,9.1,
650,Attack on Titan,Shounen,Roy,ISTJ,,,,9.1,
651,Attack on Titan,Shounen,Hugo,ESFP,,,,9.1,
652,Attack on Titan,Shounen,Lisa Blouse,ISFJ,,,,9.1,
653,Attack on Titan,Shounen,Peaure,INTP,,,,9.1,
654,Attack on Titan,Shounen,Ralph,ESTP,,,,9.1,
655,Attack on Titan,Shounen,Keiji,ESTJ,,,,9.1,
656,Attack on Titan,Shounen,Hannah Diamant,ISFJ,,,,9.1,
657,Attack on Titan,Shounen,Roger,ESTP,,,,9.1,
658,Attack on Titan,Shounen,Karina Braun,ISTJ,,,,9.1,
659,Attack on Titan,Shounen,Mrs. Yeager,ESFJ,,,,9.1,
660,Attack on Titan,Shounen,Armored Titan (ability),ESTP,,,,9.1,
661,Attack on Titan,Shounen,Halil,ISFJ,,,,9.1,
662,Attack on Titan,Shounen,The Garrison Regiment (Personified),ISTP,,,,9.1,
663,Attack on Titan,Shounen,Ackerman Clan (Personified),ISTJ,,,,9.1,
664,Attack on Titan,Shounen,Fritz (Puppet king),ISTP,,,,9.1,
665,Attack on Titan,Shounen,Founding Titan,ENFJ,,,,9.1,
666,Hunter X Hunter,Shounen,Killua Zoldyck,INTP,,,,9,
667,Hunter X Hunter,Shounen,Chrollo Lucilfer,INFJ,,,,9,
668,Hunter X Hunter,Shounen,Kurapika,INTJ,,,,9,
669,Hunter X Hunter,Shounen,Hisoka Morow,ENTP,,,,9,
670,Hunter X Hunter,Shounen,Gon Freecss,ESFP,,,,9,
671,Hunter X Hunter,Shounen,Meruem,INTJ,,,,9,
672,Hunter X Hunter,Shounen,Shizuku Murasaki,INTP,,,,9,
673,Hunter X Hunter,Shounen,Illumi Zoldyck,ISTJ,,,,9,
674,Hunter X Hunter,Shounen,Neferpitou,ENTP,,,,9,
675,Hunter X Hunter,Shounen,Leorio Paradinight,ESFJ,,,,9,
676,Hunter X Hunter,Shounen,Shaiapouf,ENFJ,,,,9,
677,Hunter X Hunter,Shounen,Machi Komacine,ISTP,,,,9,
678,Hunter X Hunter,Shounen,Komugi,INFP,,,,9,
679,Hunter X Hunter,Shounen,Wing Fledgling,ISTJ,,,,9,
680,Hunter X Hunter,Shounen,Ging Freecss,ISTP,,,,9,
681,Hunter X Hunter,Shounen,Feitan Portor,ISTP,,,,9,
682,Hunter X Hunter,Shounen,Uvogin,ESTP,,,,9,
683,Hunter X Hunter,Shounen,Kite,ISTJ,,,,9,
684,Hunter X Hunter,Shounen,Morel Mackernasey,ESTP,,,,9,
685,Hunter X Hunter,Shounen,Biscuit Krueger “Bisky”,ENTJ,,,,9,
686,Hunter X Hunter,Shounen,Tonpa,ESTP,,,,9,
687,Hunter X Hunter,Shounen,Shalnark,ENTP,,,,9,
688,Hunter X Hunter,Shounen,Pakunoda,ISTJ,,,,9,
689,Hunter X Hunter,Shounen,Senritsu (Melody),INFJ,,,,9,
690,Hunter X Hunter,Shounen,Palm Siberia,INFP,,,,9,
691,Hunter X Hunter,Shounen,Alluka Zoldyck,INFP,,,,9,
692,Hunter X Hunter,Shounen,Isaac Netero,ESTP,,,,9,
693,Hunter X Hunter,Shounen,Tserriednich Hui Guo Rou,ENTP,,,,9,
694,Hunter X Hunter,Shounen,Silva Zoldyck,ISTP,,,,9,
695,Hunter X Hunter,Shounen,Zushi,ISFP,,,,9,
696,Hunter X Hunter,Shounen,Phinks Magcub,ESTP,,,,9,
697,Hunter X Hunter,Shounen,Pariston Hill,ENTP,,,,9,
698,Hunter X Hunter,Shounen,Menthuthuyoupi,ISTP,,,,9,
699,Hunter X Hunter,Shounen,Nobunaga Hazama,ISFP,,,,9,
700,Hunter X Hunter,Shounen,Gotoh,ISTJ,,,,9,
701,Hunter X Hunter,Shounen,Tsezguerra,ESTJ,,,,9,
702,Hunter X Hunter,Shounen,Milluki Zoldyck,ENTJ,,,,9,
703,Hunter X Hunter,Shounen,Knuckle Bine,ESFJ,,,,9,
704,Hunter X Hunter,Shounen,Kalluto Zoldyck,INTJ,,,,9,
705,Hunter X Hunter,Shounen,Neon Nostrade,ESFP,,,,9,
706,Hunter X Hunter,Shounen,Colt,ISTJ,,,,9,
707,Hunter X Hunter,Shounen,Gyro,INTJ,,,,9,
708,Hunter X Hunter,Shounen,Welfin / Zaikahal,INTJ,,,,9,
709,Hunter X Hunter,Shounen,Shoot McMahon,ISTJ,,,,9,
710,Hunter X Hunter,Shounen,Cheetu,ESFP,,,,9,
711,Hunter X Hunter,Shounen,Cheadle Yorkshire,ISTJ,,,,9,
712,Hunter X Hunter,Shounen,Hunter X Hunter Transmuter (Nen),INTP,,,,9,
713,Hunter X Hunter,Shounen,Kikyo Zoldyck,ESFJ,,,,9,
714,Hunter X Hunter,Shounen,Meleoron Jeiru,INTP,,,,9,
715,Hunter X Hunter,Shounen,Ikalgo,ISFJ,,,,9,
716,Hunter X Hunter,Shounen,Hunter X Hunter Conjurer (Nen),ISTJ,,,,9,
717,Hunter X Hunter,Shounen,Zeno Zoldyck,INTJ,,,,9,
718,Hunter X Hunter,Shounen,Knov,INTJ,,,,9,
719,Hunter X Hunter,Shounen,Canary,ISFJ,,,,9,
720,Hunter X Hunter,Shounen,Razor,ISTP,,,,9,
721,Hunter X Hunter,Shounen,Rammot,ESTP,,,,9,
722,Hunter X Hunter,Shounen,Menchi,ESTJ,,,,9,
723,Hunter X Hunter,Shounen,Nanika,INFP,,,,9,
724,Hunter X Hunter,Shounen,Johness the Dissector,ISTP,,,,9,
725,Hunter X Hunter,Shounen,Pokkle,ESFJ,,,,9,
726,Hunter X Hunter,Shounen,Abengane,INFJ,,,,9,
727,Hunter X Hunter,Shounen,Basho,ISFP,,,,9,
728,Hunter X Hunter,Shounen,Franklin,ISTJ,,,,9,
729,Hunter X Hunter,Shounen,Squala,ISFJ,,,,9,
730,Hunter X Hunter,Shounen,Koala,ISTP,,,,9,
731,Hunter X Hunter,Shounen,Oito Hui Guo Rou,ISFJ,,,,9,
732,Hunter X Hunter,Shounen,Gido,ESTJ,,,,9,
733,Hunter X Hunter,Shounen,Spinner Clow,INTP,,,,9,
734,Hunter X Hunter,Shounen,Hunter X Hunter Specialist (Nen),INFJ,,,,9,
735,Hunter X Hunter,Shounen,Kastro,ESTJ,,,,9,
736,Hunter X Hunter,Shounen,Genthru,ESTP,,,,9,
737,Hunter X Hunter,Shounen,Nicholas,ISTJ,,,,9,
738,Hunter X Hunter,Shounen,Baise,ISTP,,,,9,
739,Hunter X Hunter,Shounen,Bungee Gum,ENTP,,,,9,
740,Hunter X Hunter,Shounen,Ponzu,ISTJ,,,,9,
741,Hunter X Hunter,Shounen,Leroute,ENTP,,,,9,
742,Hunter X Hunter,Shounen,Pike,ESFJ,,,,9,
743,Hunter X Hunter,Shounen,Chimera Ant Queen,ESFJ,,,,9,
744,Hunter X Hunter,Shounen,Beans,ISFJ,,,,9,
745,Hunter X Hunter,Shounen,Crazy Slots,ENTP,,,,9,
746,Hunter X Hunter,Shounen,Peggy,ISTJ,,,,9,
747,Hunter X Hunter,Shounen,Hanzo,ESTP,,,,9,
748,Hunter X Hunter,Shounen,Dwun,ENTP,,,,9,
749,Hunter X Hunter,Shounen,Mito Freecss,ISFJ,,,,9,
750,Hunter X Hunter,Shounen,Sedokan,INTP,,,,9,
751,Hunter X Hunter,Shounen,Kortopi,INTP,,,,9,
752,Hunter X Hunter,Shounen,Kurt,ESFJ,,,,9,
753,Hunter X Hunter,Shounen,200th Floor Receptionist,ENFP,,,,9,
754,Hunter X Hunter,Shounen,Pyon,ESFP,,,,9,
755,Hunter X Hunter,Shounen,Satotz,INTJ,,,,9,
756,Hunter X Hunter,Shounen,Light Nostrade,ISTJ,,,,9,
757,Hunter X Hunter,Shounen,Bonolenov Ndongo,ISFP,,,,9,
758,Hunter X Hunter,Shounen,Reina,ISFJ,,,,9,
759,Hunter X Hunter,Shounen,List,ESFJ,,,,9,
760,Hunter X Hunter,Shounen,Lippo,ENTP,,,,9,
761,Hunter X Hunter,Shounen,Izunavi,ISTP,,,,9,
762,Hunter X Hunter,Shounen,Majitani,ESFP,,,,9,
763,Hunter X Hunter,Shounen,Dalzollene,ESTJ,,,,9,
764,Hunter X Hunter,Shounen,Yunju,ESTJ,,,,9,
765,Hunter X Hunter,Shounen,Buhara,ISFP,,,,9,
766,Hunter X Hunter,Shounen,Zepile,ESFJ,,,,9,
767,Hunter X Hunter,Shounen,Zazan,ESTP,,,,9,
768,Hunter X Hunter,Shounen,Hina,ESFP,,,,9,
769,Hunter X Hunter,Shounen,Leol,ESTP,,,,9,
770,Hunter X Hunter,Shounen,Bodoro,ISTJ,,,,9,
771,Hunter X Hunter,Shounen,Cocco,ESFP,,,,9,
772,Hunter X Hunter,Shounen,Goreinu,ISFJ,,,,9,
773,Hunter X Hunter,Shounen,Asta,ESTJ,,,,9,
774,Hunter X Hunter,Shounen,Amana,INTP,,,,9,
775,Hunter X Hunter,Shounen,Flutter,ISTJ,,,,9,
776,Hunter X Hunter,Shounen,Morena Prudo,INFJ,,,,9,
777,Hunter X Hunter,Shounen,Usamen,ESFP,,,,9,
778,Hunter X Hunter,Shounen,Hunter X Hunter Manipulator (Nen),INTJ,,,,9,
779,Hunter X Hunter,Shounen,Pairo,INFJ,,,,9,
780,Hunter X Hunter,Shounen,Hunter X Hunter Enhancer (Nen),ESFP,,,,9,
781,Hunter X Hunter,Shounen,Retz,ISFP,,,,9,
782,Hunter X Hunter,Shounen,Banana Kavaro,ISFP,,,,9,
783,Hunter X Hunter,Shounen,Zigg Zoldyck,INTP,,,,9,
784,Hunter X Hunter,Shounen,Benjamin Hui Guo Rou,ENTJ,,,,9,
785,Hunter X Hunter,Shounen,Knuckle Bine's dog,INFP,,,,9,
786,Hunter X Hunter,Shounen,Mizaistom Nana,ISTJ,,,,9,
787,Hunter X Hunter,Shounen,Halkenburg Hui Guo Rou,ENFJ,,,,9,
788,Hunter X Hunter,Shounen,Fugetsu Hui Guo Rou,ISFJ,,,,9,
789,Hunter X Hunter,Shounen,Amane,ISTJ,,,,9,
790,Hunter X Hunter,Shounen,Tsubone,ESTJ,,,,9,
791,Hunter X Hunter,Shounen,Hunter X Hunter Emitter (Nen),ESTP,,,,9,
792,Hunter X Hunter,Shounen,Theta,INTJ,,,,9,
793,Hunter X Hunter,Shounen,Beyond Netero,ESTP,,,,9,
794,Hunter X Hunter,Shounen,Camilla Hui Guo Rou,ESFP,,,,9,
795,Hunter X Hunter,Shounen,Woble Hui Guo Rou,ISFJ,,,,9,
796,Hunter X Hunter,Shounen,Babimyna,ISTP,,,,9,
797,Hunter X Hunter,Shounen,Kanzai,ESFP,,,,9,
798,Hunter X Hunter,Shounen,Shura,ENTP,,,,9,
799,Hunter X Hunter,Shounen,Ginta,ISFP,,,,9,
800,Hunter X Hunter,Shounen,Zenji,ESTP,,,,9,
801,Hunter X Hunter,Shounen,Geretta,ISTJ,,,,9,
802,Hunter X Hunter,Shounen,Zhang Lei Hui Guo Rou,INTJ,,,,9,
803,Hunter X Hunter,Shounen,Saccho Kobayakawa,ISTJ,,,,9,
804,Hunter X Hunter,Shounen,Salé-salé Hui Guo Rou,ESTP,,,,9,
805,Hunter X Hunter,Shounen,Kurapika's Mother,ENFP,,,,9,
806,Hunter X Hunter,Shounen,Lynch Fullbokko,ESTP,,,,9,
807,Hunter X Hunter,Shounen,Nasubi Hui Guo Rou,ENTJ,,,,9,
808,Hunter X Hunter,Shounen,Bandits Secret,ENTP,,,,9,
809,Hunter X Hunter,Shounen,Sarasa,ENFP,,,,9,
810,Hunter X Hunter,Shounen,Cluck,ESTJ,,,,9,
811,Hunter X Hunter,Shounen,Bill,INFJ,,,,9,
812,Hunter X Hunter,Shounen,Rengoku,INFJ,,,,9,
813,Hunter X Hunter,Shounen,Gaki,ESTP,,,,9,
814,Hunter X Hunter,Shounen,Jed,INTJ,,,,9,
815,Hunter X Hunter,Shounen,Botobai Gigante,ESTJ,,,,9,
816,Hunter X Hunter,Shounen,Saiyu,ESFJ,,,,9,
817,Hunter X Hunter,Shounen,Bendot,ISTJ,,,,9,
818,Hunter X Hunter,Shounen,Togari,ESTJ,,,,9,
819,Hunter X Hunter,Shounen,Omokage,INTJ,,,,9,
820,Hunter X Hunter,Shounen,Riehlvelt,ISTP,,,,9,
821,Hunter X Hunter,Shounen,Maha Zoldyck,ISTP,,,,9,
822,Hunter X Hunter,Shounen,Sadaso,ESTP,,,,9,
823,Hunter X Hunter,Shounen,Binolt,ISTP,,,,9,
824,Hunter X Hunter,Shounen,Tubeppa Hui Guo Rou,INTP,,,,9,
825,Hunter X Hunter,Shounen,Bloster,ISTP,,,,9,
826,Hunter X Hunter,Shounen,Shidore,ISFJ,,,,9,
827,Hunter X Hunter,Shounen,Ming Jol-ik,ESTJ,,,,9,
828,Hunter X Hunter,Shounen,Gel,INTJ,,,,9,
829,Hunter X Hunter,Shounen,Tyson Hui Guo Rou,ENFP,,,,9,
830,Hunter X Hunter,Shounen,Luzurus Hui Guo Rou,XXXX,,,,9,
831,Hunter X Hunter,Shounen,Kacho Hui Guo Rou,ESTJ,,,,9,
832,Hunter X Hunter,Shounen,Momoze Hui Guo Rou,ESFJ,,,,9,
833,Hunter X Hunter,Shounen,Marayam Hui Guo Rou,INTP,,,,9,
834,Hunter X Hunter,Shounen,Cutie Beauty,ISFJ,,,,9,
835,Hunter X Hunter,Shounen,Kurapika's Father,ISFJ,,,,9,
836,Hunter X Hunter,Shounen,Curly,INTP,,,,9,
837,Hunter X Hunter,Shounen,Muherr,ISTJ,,,,9,
838,Hunter X Hunter,Shounen,Zakuro Custard,INTP,,,,9,
839,Hunter X Hunter,Shounen,Puhat,ESTP,,,,9,
840,Hunter X Hunter,Shounen,Worm,ISTJ,,,,9,
841,Hunter X Hunter,Shounen,Bara,ISTJ,,,,9,
842,Hunter X Hunter,Shounen,Sub,ESTP,,,,9,
843,Hunter X Hunter,Shounen,Porcupine,ISFJ,,,,9,
844,Hunter X Hunter,Shounen,Owl,ISFP,,,,9,
845,Hunter X Hunter,Shounen,Leech,ENFJ,,,,9,
846,Hunter X Hunter,Shounen,Rabid Dog,ESTP,,,,9,
847,Hunter X Hunter,Shounen,Jispa,ENFJ,,,,9,
848,Hunter X Hunter,Shounen,Vergei,INFJ,,,,9,
849,Hunter X Hunter,Shounen,Duazul Hui Guo Rou,ISFJ,,,,9,
850,Hunter X Hunter,Shounen,Furykov,ENTP,,,,9,
851,Hunter X Hunter,Shounen,Moritonio,ENFJ,,,,9,
852,Hunter X Hunter,Shounen,Giuliano,ENFP,,,,9,
853,Hunter X Hunter,Shounen,Belerainte,ENTP,,,,9,
854,Hunter X Hunter,Shounen,Shimano,INFJ,,,,9,
855,Hunter X Hunter,Shounen,Salkov,ESTJ,,,,9,
856,Hunter X Hunter,Shounen,Aura Synthesis,ENTJ,,,,9,
857,Hunter X Hunter,Shounen,Steiner,ISTJ,,,,9,
858,Hunter X Hunter,Shounen,Hinrigh Biganduffno,INTJ,,,,9,
859,Hunter X Hunter,Shounen,Sheila,INFJ,,,,9,
860,Hunter X Hunter,Shounen,Kiriko,ENFP,,,,9,
861,Hunter X Hunter,Shounen,Dark Continent,ENTJ,,,,9,
862,Hunter X Hunter,Shounen,Marione,XXXX,,,,9,
863,Hunter X Hunter,Shounen,Golem,INFP,,,,9,
864,Hunter X Hunter,Shounen,Mascher,XXXX,,,,9,
865,Hunter X Hunter,Shounen,Pekotero,XXXX,,,,9,
866,Death Note,Mystery,Light Yagami,ENTJ,,,,8.9,
867,Death Note,Mystery,L,INTP,,,,8.9,
868,Death Note,Mystery,Misa Amane,ESFP,,,,8.9,
869,Death Note,Mystery,Mello,ENFP,,,,8.9,
870,Death Note,Mystery,Near,INTJ,,,,8.9,
871,Death Note,Mystery,Ryuk,ENTP,,,,8.9,
872,Death Note,Mystery,Teru Mikami,ISTJ,,,,8.9,
873,Death Note,Mystery,Yotsuba Light,ENFJ,,,,8.9,
874,Death Note,Mystery,Naomi Misora,INFJ,,,,8.9,
875,Death Note,Mystery,Sayu Yagami,ESFJ,,,,8.9,
876,Death Note,Mystery,Tōta Matsuda,ENFP,,,,8.9,
877,Death Note,Mystery,Soichiro Yagami,ISTJ,,,,8.9,
878,Death Note,Mystery,Kira (Personified),ENTJ,,,,8.9,
879,Death Note,Mystery,"Mail Jeevas ""Matt""",ISTP,,,,8.9,
880,Death Note,Mystery,Rem,INFP,,,,8.9,
881,Death Note,Mystery,Beyond Birthday “BB”,INTJ,,,,8.9,
882,Death Note,Mystery,Minoru Tanaka,ISTP,,,,8.9,
883,Death Note,Mystery,Kiyomi Takada,ISTJ,,,,8.9,
884,Death Note,Mystery,"Stephen Loud ""Gevanni""",ISTP,,,,8.9,
885,Death Note,Mystery,Shuichi Aizawa,ESTJ,,,,8.9,
886,Death Note,Mystery,Yagami Light (Good),ENTP,,,,8.9,
887,Death Note,Mystery,Reiji Namikawa,INTJ,,,,8.9,
888,Death Note,Mystery,Takuo Shibuimaru,ESTP,,,,8.9,
889,Death Note,Mystery,Suguru Shimura,INFP,,,,8.9,
890,Death Note,Mystery,Sidoh,ISTP,,,,8.9,
891,Death Note,Mystery,Yumi Aizawa,ENFP,,,,8.9,
892,Death Note,Mystery,Good Kira,ISTP,,,,8.9,
893,Death Note,Mystery,Quillsh Wammy “Watari”,INFJ,,,,8.9,
894,Death Note,Mystery,The Unnamed Shinigami ,INTP,,,,8.9,
895,Death Note,Mystery,Raye Penber,ENFJ,,,,8.9,
896,Death Note,Mystery,Lind L. Taylor,ISTJ,,,,8.9,
897,Death Note,Mystery,Aiber,ESTP,,,,8.9,
898,Death Note,Mystery,Gelus,ISFP,,,,8.9,
899,Death Note,Mystery,The Shinigami King,INTJ,,,,8.9,
900,Death Note,Mystery,C-Kira,INFP,,,,8.9,
901,Death Note,Mystery,Hitoshi Demegawa,ESTP,,,,8.9,
902,Death Note,Mystery,"Halle Bullook ""Lidner""",ISTJ,,,,8.9,
903,Death Note,Mystery,Sachiko Yagami,ISFJ,,,,8.9,
904,Death Note,Mystery,Shingo Mido,INTP,,,,8.9,
905,Death Note,Mystery,Kurou Otoharada,ISFP,,,,8.9,
906,Death Note,Mystery,Kanzo Mogi,ISTJ,,,,8.9,
907,Death Note,Mystery,Hideki Ide,ISTJ,,,,8.9,
908,Death Note,Mystery,Roger Ruvie,INTP,,,,8.9,
909,Death Note,Mystery,Hirokazu Ukita,ISFP,,,,8.9,
910,Death Note,Mystery,Takeshi Ooi,ISTP,,,,8.9,
911,Death Note,Mystery,"Anthony Carter ""Rester""",ESTJ,,,,8.9,
912,Death Note,Mystery,Masahiko Kida,ISTJ,,,,8.9,
913,Death Note,Mystery,Linda,ISFP,,,,8.9,
914,Death Note,Mystery,"Merrie Kenwood ""Wedy""",ISTP,,,,8.9,
915,Death Note,Mystery,Kyosuke Higuchi,ESTP,,,,8.9,
916,Death Note,Mystery,Deridovely/Dellidublly,ISTP,,,,8.9,
917,Death Note,Mystery,Gook,ESTP,,,,8.9,
918,Death Note,Mystery,Zellogi,INTP,,,,8.9,
919,Death Note,Mystery,Steve Mason,ISTJ,,,,8.9,
920,Death Note,Mystery,Armonia Justin Beyondormason,ESTJ,,,,8.9,
921,Death Note,Mystery,Eiichi Takahashi,ESTJ,,,,8.9,
922,Death Note,Mystery,John McEnrow/Larry Conners,ESTP,,,,8.9,
923,Death Note,Mystery,Rod Ross/Dwight Gordon,ESTJ,,,,8.9,
924,Death Note,Mystery,Jack Neylon/Kal Snydar,ESFP,,,,8.9,
925,Death Note,Mystery,George Sairas,ISTJ,,,,8.9,
926,Death Note,Mystery,Koreyoshi Kitamura,ISTJ,,,,8.9,
927,Death Note,Mystery,Yamamoto,ISTJ,,,,8.9,
928,Death Note,Mystery,Kanichi Takimura,ISTP,,,,8.9,
929,Death Note,Mystery,Kiichiro Osoreda,ESTP,,,,8.9,
930,Death Note,Mystery,Taro Kagami,INFJ,,,,8.9,
931,Death Note,Mystery,Ami Hamazaki,ENTP,,,,8.9,
932,Death Note,Mystery,Ill Ratt,ESTJ,,,,8.9,
933,Death Note,Mystery,Midora (Shinigami),ESFP,,,,8.9,
934,Death Note,Mystery,Maki Nikaido,ENFP,,,,8.9,
935,Death Note,Mystery,Hideki Ryuga,ENTJ,,,,8.9,
936,Death Note,Mystery,Nori,INTP,,,,8.9,
937,Death Note,Mystery,Raito Persona,ENFJ,,,,8.9,
938,Death Note,Mystery,Light Yagami (Good),ISTJ,,,,8.9,
939,Death Note,Mystery,Yagami Light Good,ENFP,,,,8.9,
940,Death Note,Mystery,Light Good,ENFP,,,,8.9,
941,Death Note,Mystery,Good Student Kira,ENFP,,,,8.9,
942,Death Note,Mystery,Good Kira (Yakami),ENTJ,,,,8.9,
